	Low-Range	Mid-Range	High-Range	Husky/Throaty	Thick	Thin	Warm	Lonely	Passion	Pretty	Sad	Bright	Clear	Relaxed	Cute	Dark	Delicate	Emotional	Energetic	Male	Female	Mild/Soft	Charismatic	Whisper/Quiet	Sharp	Pure	Rich	Robotic/Artificial	Rounded	Embellishing	Stable	Sweet	Young	Soulful/R&B	 Ballad	Shouty	Vibrato	Falsetto	Breathy	Compressed	Dynamic	Speech-Like
58a67863530a69823b4ae7ec	0	2	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	2	1	2	0	1	0	0	1	0	0	1	1	1	1	1	0	0	0	1	1	1	1	0
58a67866530a69823b4ae7ed	1	2	0	3	1	0	2	1	0	0	0	0	0	3	0	0	2	2	0	3	0	3	0	1	0	0	2	0	1	1	1	0	1	1	2	0	0	1	3	0	0	1
58a6786a530a69823b4ae7ee	1	2	0	3	1	0	2	3	0	0	3	0	0	3	0	1	2	3	0	3	0	3	0	3	0	0	2	0	1	1	1	0	1	0	3	0	0	2	3	1	1	1
58a6786d530a69823b4ae7ef	1	2	0	3	1	0	3	2	0	0	2	0	0	3	0	1	2	2	1	3	0	3	0	1	1	0	3	0	0	1	2	0	1	2	3	1	0	1	3	1	1	1
58a67870530a69823b4ae7f0	1	2	0	3	1	0	2	2	0	0	3	0	0	3	0	0	2	3	2	3	0	2	0	1	0	0	3	0	0	1	1	0	1	2	2	2	0	2	3	1	3	1
58a67873530a69823b4ae7f1	1	2	0	2	1	0	3	2	0	0	2	0	0	3	0	0	2	3	2	3	0	3	0	1	0	0	3	0	0	1	1	0	1	2	3	2	0	2	3	1	2	1
58a67876530a69823b4ae7f2	0	2	0	0	0	1	3	2	0	1	2	0	2	3	0	0	1	2	0	0	3	3	0	2	0	1	0	0	1	0	2	2	3	1	2	0	0	1	3	0	0	1
58a67879530a69823b4ae7f3	0	2	0	0	0	0	3	1	0	1	1	0	2	3	0	0	2	2	0	0	3	3	0	1	0	1	1	0	1	1	1	3	1	2	2	0	0	2	3	0	0	2
58a6787f530a69823b4ae7f5	0	2	0	1	0	0	2	1	0	2	0	0	1	3	0	0	2	2	1	0	3	2	1	1	0	1	2	0	2	1	1	0	1	2	2	0	0	1	3	1	0	1
58a6787c530a69823b4ae7f4	0	2	0	0	1	0	3	0	0	3	0	1	1	3	0	0	2	1	0	0	3	3	0	2	0	1	2	0	2	0	3	3	1	1	2	0	0	1	3	0	0	2
58a67882530a69823b4ae7f6	0	1	0	1	0	0	3	2	0	1	0	0	1	3	0	0	2	3	0	0	3	3	0	3	0	1	1	0	2	0	2	1	1	1	3	0	0	1	3	0	0	1
58a67885530a69823b4ae7f7	0	2	0	0	0	0	1	0	0	0	0	0	2	3	0	0	0	0	0	3	0	3	0	3	0	2	0	0	2	0	2	2	2	0	3	0	0	3	3	0	0	0
58a67888530a69823b4ae7f8	0	2	0	0	0	0	1	1	0	0	0	0	2	3	0	0	2	2	0	3	0	3	0	3	0	1	0	0	2	0	2	1	2	0	3	2	0	1	2	1	1	0
58a6788e530a69823b4ae7fa	0	0	0	0	0	2	1	1	0	3	0	1	3	2	1	0	2	3	1	0	3	3	0	1	1	3	0	1	1	1	1	0	1	0	3	1	0	2	2	2	1	0
58a67891530a69823b4ae7fb	0	1	0	0	0	3	0	3	0	1	2	1	2	0	1	0	2	3	1	0	3	1	0	2	2	1	0	1	0	1	0	0	1	0	3	2	0	1	2	2	2	0
58a6788b530a69823b4ae7f9	0	1	0	0	0	2	2	2	0	2	1	1	3	1	1	0	3	2	1	0	3	3	0	3	2	3	0	1	0	1	2	0	2	0	3	2	0	3	3	1	1	0
58a67894530a69823b4ae7fc	0	1	0	0	0	2	0	0	0	2	0	3	2	0	3	0	0	0	0	0	3	2	0	0	2	2	0	1	0	1	1	2	3	0	0	0	0	1	2	2	1	0
58a67897530a69823b4ae7fd	0	2	0	0	0	2	1	2	0	1	0	0	3	1	1	0	2	1	1	0	3	3	0	2	2	2	0	1	1	1	2	0	1	0	3	1	0	1	2	2	1	0
58a6789a530a69823b4ae7fe	0	3	1	1	0	0	0	0	3	0	0	0	0	0	0	1	0	0	3	0	3	0	3	1	1	0	1	0	0	1	2	0	2	1	0	1	0	1	2	2	1	1
58a6789d530a69823b4ae7ff	0	2	1	0	0	0	0	0	1	2	0	2	2	2	0	0	0	0	2	0	3	1	1	1	0	1	0	0	0	1	2	0	3	0	0	1	0	1	2	3	1	0
58a678a0530a69823b4ae800	0	1	0	0	0	0	0	0	1	2	0	2	2	1	1	0	0	0	2	0	3	2	0	1	1	2	1	0	1	0	1	0	3	0	0	1	1	1	3	0	1	0
58a678a6530a69823b4ae802	0	1	0	0	0	0	0	3	0	0	1	1	2	1	0	0	3	3	0	0	3	1	0	2	1	1	0	0	0	2	1	0	1	0	3	1	0	2	3	1	0	0
58a678a3530a69823b4ae801	0	2	1	0	0	0	0	0	3	0	0	1	1	0	0	1	0	0	2	0	3	1	3	0	2	0	1	0	0	0	1	0	3	0	0	1	1	1	2	2	1	0
58a678a9530a69823b4ae803	0	2	0	1	0	0	1	1	0	0	1	1	1	3	0	0	1	2	0	3	0	3	0	1	0	1	1	0	1	1	1	1	1	0	3	1	0	1	3	0	0	0
58a678ac530a69823b4ae804	0	2	0	1	0	0	1	2	0	0	0	0	1	3	0	0	1	2	0	3	0	3	0	0	0	1	0	0	1	1	2	1	1	0	3	1	0	1	3	0	1	0
58a678af530a69823b4ae805	0	2	0	0	0	0	1	2	1	0	1	0	1	3	0	0	1	2	1	3	0	3	0	2	1	0	2	0	0	1	2	0	1	0	3	1	0	1	1	2	3	0
58a678b2530a69823b4ae806	0	2	0	1	0	0	1	0	0	0	0	0	1	3	0	0	0	0	0	3	0	2	0	1	0	1	0	0	1	1	2	1	1	0	2	0	0	2	2	0	0	0
58a678b5530a69823b4ae807	0	2	0	1	0	0	1	2	1	0	1	0	1	2	0	0	1	2	1	3	0	2	0	1	1	1	1	0	0	0	2	0	1	0	2	3	0	2	3	1	2	0
58a678b8530a69823b4ae808	0	1	0	0	0	1	1	0	1	2	0	2	2	0	1	0	0	0	1	0	3	0	0	0	1	1	2	0	0	1	1	1	3	1	0	1	0	2	2	1	1	0
58a678bb530a69823b4ae809	0	1	1	0	1	1	1	1	1	1	1	0	1	1	0	0	0	0	3	0	3	1	0	0	1	1	2	1	1	0	2	0	1	1	2	2	1	1	2	1	1	0
58a678be530a69823b4ae80a	0	2	0	0	0	0	1	2	1	0	1	0	1	2	0	0	1	1	0	0	3	2	0	1	0	0	1	1	0	1	2	0	1	1	2	1	0	2	2	1	1	0
58a678c1530a69823b4ae80b	0	1	0	0	0	0	0	2	0	0	1	1	2	1	0	0	0	1	0	0	3	2	0	1	0	1	2	1	0	1	1	0	1	1	2	1	0	2	3	0	1	0
58a678c4530a69823b4ae80c	0	2	1	0	0	0	0	2	0	0	1	0	1	0	0	0	0	1	2	0	3	0	0	1	1	0	1	1	0	0	1	0	1	1	1	2	0	1	3	1	1	0
58a678c7530a69823b4ae80d	0	2	0	0	0	2	0	2	0	0	2	1	2	1	0	0	0	1	2	3	0	1	0	1	2	1	1	0	0	0	1	0	2	0	2	2	0	2	3	0	1	0
58a678ca530a69823b4ae80e	0	2	0	0	0	1	0	1	0	0	2	0	2	1	0	0	1	1	1	3	0	2	0	2	2	2	1	0	0	0	1	0	1	0	3	1	0	1	2	2	2	0
58a678cd530a69823b4ae80f	0	2	0	0	0	1	0	0	0	0	1	1	3	0	0	0	0	1	0	3	0	0	0	1	2	1	0	0	1	0	2	0	2	0	2	1	1	1	1	2	1	0
58a678d0530a69823b4ae810	0	2	0	0	0	1	0	3	0	0	2	0	1	2	0	0	0	1	1	3	0	1	0	1	1	1	0	0	0	1	2	0	1	1	2	1	0	1	2	2	1	0
58a678d3530a69823b4ae811	0	1	0	0	0	0	1	0	0	1	1	0	2	1	0	0	0	1	0	0	3	3	0	1	0	1	0	1	1	0	3	0	1	0	3	0	0	2	3	2	0	0
58a678d6530a69823b4ae812	0	2	0	0	0	0	1	2	0	1	0	0	2	0	0	0	0	0	0	0	3	1	0	1	1	1	0	1	0	1	2	0	1	0	3	1	0	1	2	1	1	0
58a678da530a69823b4ae813	0	1	1	0	0	0	1	0	0	3	0	2	2	2	1	0	0	0	2	0	3	2	0	0	0	1	2	1	0	2	2	1	2	0	0	1	1	1	1	1	1	1
58a678dc530a69823b4ae814	0	2	1	0	0	1	0	2	0	0	3	1	0	0	0	1	0	2	0	0	3	0	0	2	1	0	0	0	0	0	2	0	1	1	2	0	0	1	3	0	1	0
58a678df530a69823b4ae815	0	2	1	0	0	1	0	0	0	0	0	3	2	0	0	0	0	0	2	0	3	2	0	1	1	1	1	0	0	0	1	0	2	0	0	0	1	1	2	1	0	0
58a678e2530a69823b4ae816	0	2	1	0	0	1	2	0	0	0	0	2	1	1	0	0	0	0	1	0	3	1	0	2	1	1	1	0	0	0	1	0	1	0	0	0	1	1	2	1	1	0
58a678e5530a69823b4ae817	0	1	1	0	0	0	3	0	0	0	0	1	1	3	0	0	0	1	1	0	3	3	0	1	1	3	0	0	1	0	2	0	1	0	3	1	0	1	1	2	0	0
58a678e8530a69823b4ae818	0	2	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	1	3	3	0	1	0	0	1	2	1	0	0	0	1	0	1	0	1	2	1	0	1	1	1	0
58a678eb530a69823b4ae819	0	2	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	2	3	0	0	2	1	1	0	0	2	0	1	1	0	2	0	0	1	0	0	0	2	0	0
58a678ee530a69823b4ae81a	0	2	1	1	0	0	0	3	0	0	1	0	1	2	0	0	1	2	0	0	3	3	0	2	0	0	0	1	0	1	1	0	1	0	3	0	0	2	3	0	1	0
58a678f1530a69823b4ae81b	0	2	1	3	0	0	1	0	0	0	0	0	1	3	0	0	0	0	0	0	3	3	0	2	0	0	0	1	0	1	2	0	1	0	0	0	1	1	3	0	0	1
58a678f4530a69823b4ae81c	0	2	0	3	0	1	1	3	0	1	0	0	1	3	0	0	2	3	0	0	3	3	0	2	0	1	1	0	1	0	2	2	1	0	3	0	0	2	3	0	0	1
58a678f7530a69823b4ae81d	0	2	0	3	0	1	1	2	0	1	2	0	1	3	0	0	2	3	0	0	3	3	0	3	0	1	0	0	1	0	2	1	1	0	3	0	0	1	3	0	0	1
58a678fa530a69823b4ae81e	0	2	0	3	0	0	1	3	0	0	3	0	0	2	0	0	1	3	0	0	3	1	0	1	1	0	2	0	0	0	1	0	1	1	3	1	0	1	2	1	2	0
58a678fd530a69823b4ae81f	0	2	0	2	0	0	1	1	0	0	0	0	1	2	0	0	1	3	0	0	3	1	0	1	1	0	1	0	0	0	2	1	1	0	3	1	0	1	2	2	0	0
58a67900530a69823b4ae820	1	3	0	2	1	0	1	2	0	0	3	0	0	1	0	1	1	3	3	0	3	1	0	1	0	1	1	1	0	0	2	0	0	1	3	2	1	0	1	2	1	1
58a67903530a69823b4ae821	1	3	1	3	1	0	2	2	0	0	2	0	0	3	0	1	1	1	2	0	3	1	0	0	0	0	2	0	1	2	1	0	0	2	3	0	1	1	1	0	2	0
58a67906530a69823b4ae822	1	2	0	3	2	0	1	3	1	0	2	0	0	0	0	1	2	3	2	0	3	0	1	0	1	0	0	0	0	1	0	0	0	3	1	2	1	1	1	1	2	1
58a67909530a69823b4ae823	1	3	0	3	2	0	1	2	0	0	0	0	0	2	0	2	1	2	1	0	3	1	1	0	0	0	1	0	0	1	1	0	0	3	1	0	1	1	3	0	1	0
58a6790c530a69823b4ae824	1	3	1	3	2	0	2	3	0	0	1	0	0	2	0	2	1	1	1	0	3	2	0	0	0	0	2	0	0	0	1	0	0	3	1	0	1	0	1	3	2	0
58a67912530a69823b4ae826	0	2	0	1	1	1	2	2	0	1	2	0	0	1	0	1	1	3	1	0	3	1	0	0	0	0	1	0	0	0	0	0	0	1	3	0	2	0	2	1	1	0
58a67915530a69823b4ae827	0	2	0	1	0	0	0	0	0	3	0	3	1	1	1	0	0	0	1	0	3	0	0	0	1	1	0	1	0	0	0	1	2	0	0	0	0	0	1	2	2	0
58a6790f530a69823b4ae825	0	3	0	1	0	0	0	0	1	0	0	1	0	2	0	0	0	0	3	0	3	1	1	0	0	0	3	0	0	0	1	0	0	1	0	1	0	0	1	1	1	0
58a67918530a69823b4ae828	0	2	0	1	0	1	0	0	0	1	0	3	1	1	2	0	0	0	1	0	3	1	0	0	1	1	0	1	1	0	1	1	2	0	0	0	0	2	3	0	1	1
58a6791b530a69823b4ae829	0	2	0	1	0	1	2	0	0	1	0	2	1	2	1	0	0	0	0	0	3	2	0	1	1	2	0	0	1	0	2	1	1	0	1	0	1	0	2	1	0	2
58a6791e530a69823b4ae82a	0	1	0	1	0	1	1	1	1	0	1	1	0	2	0	1	2	2	2	0	3	1	0	0	1	0	3	0	0	2	1	0	0	3	2	2	2	2	3	2	3	0
58a67921530a69823b4ae82b	0	0	2	1	0	1	2	0	2	1	0	1	0	3	0	0	3	2	2	0	3	2	0	1	1	1	2	0	2	3	1	0	0	2	1	1	2	1	1	1	3	0
58a67924530a69823b4ae82c	0	1	0	1	1	0	1	2	1	0	2	0	0	1	0	2	1	2	3	0	3	0	2	0	2	0	1	0	0	1	1	0	0	3	1	3	2	2	1	0	2	0
58a67927530a69823b4ae82d	0	0	2	0	0	1	0	3	1	0	3	1	0	0	0	0	2	3	3	0	3	1	1	0	2	1	2	0	1	2	1	0	0	1	2	2	2	1	2	2	2	0
58a6792a530a69823b4ae82e	0	0	2	0	0	1	1	0	2	2	1	1	1	2	0	0	1	3	2	0	3	1	1	0	2	1	3	0	2	2	1	0	0	1	1	3	2	2	2	3	3	0
58a67930530a69823b4ae830	0	3	0	1	1	0	3	0	0	1	0	1	0	3	0	0	1	1	0	0	3	3	0	0	1	1	2	0	2	1	2	1	0	2	1	0	1	1	3	1	1	1
58a6792c530a69823b4ae82f	0	3	0	3	1	0	1	1	2	0	0	0	0	1	0	2	0	1	2	0	3	0	2	0	0	0	1	0	0	1	2	0	0	3	0	0	2	0	3	0	1	2
58a67933530a69823b4ae831	0	1	0	1	1	0	1	2	0	0	3	1	2	1	0	0	1	3	1	0	3	0	0	0	1	1	1	0	1	1	0	0	0	2	2	2	1	1	1	2	2	0
58a67937530a69823b4ae832	0	2	0	1	0	0	2	2	1	0	1	0	2	1	0	1	1	3	3	0	3	0	3	0	2	0	1	0	0	0	0	0	0	1	1	3	1	1	2	3	2	0
58a6793a530a69823b4ae833	0	1	0	0	0	0	3	0	0	1	1	0	2	2	0	0	2	3	2	0	3	3	0	0	0	1	2	0	2	1	2	0	0	2	2	1	2	0	1	2	0	0
58a6793c530a69823b4ae834	0	3	0	1	0	0	2	2	0	1	2	0	0	3	0	1	1	2	0	0	3	2	0	1	0	0	0	0	2	0	2	0	0	0	3	0	0	0	3	2	0	0
58a6793f530a69823b4ae835	1	2	0	2	0	1	1	2	0	2	0	1	0	3	0	1	2	1	0	0	3	2	1	2	0	0	0	0	0	1	3	2	0	1	2	0	1	1	3	1	0	2
58a67943530a69823b4ae836	0	1	0	2	0	0	2	2	0	0	0	0	1	3	0	0	2	3	2	0	3	2	0	1	1	0	2	0	1	3	1	1	0	3	0	0	2	2	2	1	2	0
58a67946530a69823b4ae837	0	3	0	1	0	1	1	3	0	0	2	0	1	2	0	0	1	3	1	0	3	2	0	0	0	0	1	0	0	0	1	0	0	1	3	0	2	1	3	0	2	0
58a67949530a69823b4ae838	0	2	0	0	0	1	1	1	0	0	0	1	1	1	0	0	2	3	0	0	3	2	0	1	2	0	1	0	1	1	1	1	0	0	2	1	1	1	3	0	0	0
58a6794c530a69823b4ae839	0	2	0	0	0	0	1	0	0	1	0	3	1	1	1	0	1	1	1	0	3	1	0	0	0	1	2	0	1	1	2	1	1	0	0	0	1	0	1	2	0	0
58a6794f530a69823b4ae83a	0	2	0	0	0	0	3	1	0	0	0	1	1	3	1	0	1	2	1	0	3	2	0	1	0	1	0	0	1	0	2	0	0	1	3	0	1	1	2	1	0	0
58a67952530a69823b4ae83b	0	3	0	0	0	0	1	2	0	0	3	0	0	1	0	1	0	2	2	0	3	0	0	1	1	0	2	0	1	0	1	0	0	2	2	2	1	1	3	1	1	0
58a67954530a69823b4ae83c	0	0	0	1	0	2	0	1	0	2	0	1	0	1	1	0	0	1	1	0	3	1	3	0	1	0	0	0	0	1	1	0	1	2	0	0	0	1	1	2	2	0
58a67958530a69823b4ae83d	0	2	0	0	0	2	0	2	0	1	0	0	0	2	0	1	0	0	1	0	3	1	1	2	1	0	0	0	1	2	0	0	2	1	0	1	1	1	2	1	2	0
58a6795b530a69823b4ae83e	0	3	0	0	0	1	1	2	0	0	1	0	0	1	0	1	0	1	0	0	3	1	0	1	0	1	1	0	1	2	0	0	0	2	1	0	2	0	2	1	2	1
58a6795e530a69823b4ae83f	0	3	0	0	0	1	1	2	1	0	0	0	0	2	0	2	0	0	0	0	3	3	3	0	0	0	1	0	0	1	2	0	0	2	1	0	1	0	2	1	1	0
58a67961530a69823b4ae840	0	2	1	1	0	2	2	0	0	3	0	1	0	2	1	0	1	0	0	0	3	3	0	1	0	0	0	0	0	0	3	1	1	1	2	1	1	0	1	2	0	0
58a67963530a69823b4ae841	0	3	0	2	1	0	1	3	0	0	3	0	0	1	0	1	0	3	0	3	0	3	0	2	0	0	0	0	1	1	1	0	0	1	3	1	1	1	3	1	2	0
58a67969530a69823b4ae843	0	0	0	0	0	2	1	0	0	3	0	3	3	1	3	0	0	0	2	0	3	2	0	1	1	2	0	0	1	1	0	2	3	0	0	0	1	0	0	2	1	1
58a67966530a69823b4ae842	0	1	0	0	0	2	0	0	0	3	0	3	2	1	2	0	1	0	1	0	3	3	0	0	1	3	0	0	1	0	1	2	2	0	0	0	1	2	2	1	1	0
58a6796c530a69823b4ae844	0	1	0	0	0	3	1	3	0	2	1	2	3	1	1	0	1	3	0	0	3	3	0	2	2	2	0	0	2	0	1	0	2	0	3	0	1	2	1	3	0	0
58a6796f530a69823b4ae845	0	1	0	0	0	2	0	1	0	0	1	1	2	1	0	0	0	1	0	0	3	3	1	1	1	1	1	0	1	1	0	0	1	0	1	0	1	0	0	2	1	0
58a67972530a69823b4ae846	0	0	0	0	0	1	0	0	1	2	0	3	3	0	2	0	0	0	2	0	3	1	0	0	1	2	0	0	1	0	2	0	3	0	0	0	1	0	0	3	0	0
58a67976530a69823b4ae847	1	3	0	1	0	0	1	3	0	1	3	0	0	1	0	1	2	3	0	0	3	2	1	3	0	1	1	0	0	0	1	1	0	0	2	0	0	2	3	0	0	1
58a67979530a69823b4ae848	0	3	0	1	0	0	3	1	0	3	0	1	0	3	0	0	2	2	0	0	3	3	0	3	0	2	0	0	1	0	2	2	2	0	1	0	0	2	3	0	0	2
58a6797d530a69823b4ae849	0	3	0	1	0	0	0	0	1	3	0	0	1	1	0	1	0	0	0	0	3	2	2	2	0	0	1	0	0	1	1	1	3	0	0	0	0	1	3	2	1	2
58a67980530a69823b4ae84a	0	3	2	1	0	0	2	0	1	3	0	1	2	1	1	1	0	0	1	0	3	2	0	1	0	1	1	0	1	0	0	3	3	0	0	3	1	0	3	3	2	1
58a67983530a69823b4ae84b	0	1	0	1	0	1	2	0	1	3	0	2	2	3	2	0	2	1	2	0	3	3	0	2	2	1	0	0	2	0	1	3	3	0	0	2	1	0	1	3	2	1
58a67986530a69823b4ae84c	1	2	0	2	1	0	1	3	0	0	3	0	0	2	0	2	2	2	1	0	3	1	0	1	0	0	0	0	1	1	1	1	0	2	1	2	1	0	2	1	2	0
58a67989530a69823b4ae84d	1	2	0	2	1	0	1	3	0	0	3	0	0	2	0	1	2	3	1	0	3	2	0	0	0	0	1	0	1	0	1	0	0	2	1	1	1	0	1	2	2	0
58a6798c530a69823b4ae84e	1	2	0	3	1	0	1	1	0	0	2	0	0	3	0	1	1	2	0	0	3	2	0	1	0	0	0	0	1	0	1	0	0	1	3	1	1	2	3	3	0	0
58a6798f530a69823b4ae84f	1	2	0	2	1	0	1	3	0	0	2	0	0	2	0	1	1	3	2	0	3	1	0	1	0	0	1	0	0	1	1	0	0	2	2	0	1	0	2	2	0	0
58a67992530a69823b4ae850	1	2	0	2	1	0	1	3	0	0	3	0	0	1	0	2	2	3	2	0	3	2	1	1	0	0	1	0	0	0	1	0	0	2	2	1	1	0	1	3	0	0
58a67995530a69823b4ae851	0	2	0	0	0	1	3	1	0	1	1	0	1	3	0	0	2	1	0	3	0	3	0	1	0	2	0	0	2	0	2	0	1	0	3	0	2	0	0	2	0	1
58a67998530a69823b4ae852	0	2	0	0	0	1	2	3	0	0	3	0	1	2	0	0	2	3	0	3	0	2	0	1	0	2	1	0	1	1	1	1	1	1	3	1	2	1	3	2	0	1
58a6799b530a69823b4ae853	0	2	0	0	0	1	2	1	0	1	0	1	1	1	1	0	1	2	1	3	0	2	0	1	0	1	1	0	2	0	1	1	1	1	2	2	2	1	2	1	0	1
58a6799e530a69823b4ae854	0	1	0	0	0	2	2	0	0	1	0	3	1	1	2	0	1	0	1	3	0	2	0	0	1	2	0	1	1	0	1	2	2	0	0	1	2	1	3	1	0	0
58a679a1530a69823b4ae855	0	2	0	0	0	1	1	0	0	0	0	2	3	2	0	0	1	1	0	3	0	2	0	0	0	2	1	0	1	0	1	1	2	0	2	0	2	2	1	2	0	1
58a679a7530a69823b4ae857	0	1	1	0	0	0	2	3	0	0	3	0	1	3	0	0	2	3	2	0	3	2	0	1	0	0	3	0	1	1	1	0	0	2	2	0	1	2	2	1	2	0
58a679a4530a69823b4ae856	0	2	0	0	1	0	3	0	0	0	0	1	1	3	0	0	1	0	2	0	3	3	1	0	0	0	3	0	1	2	1	1	0	3	0	1	2	0	1	1	2	0
58a679aa530a69823b4ae858	0	3	0	0	0	0	1	0	1	0	0	1	1	2	0	0	1	0	2	0	3	1	2	0	0	0	2	0	1	1	2	0	0	2	0	0	1	0	2	3	1	0
58a679b1530a69823b4ae85a	0	2	0	0	0	0	3	0	0	1	0	0	1	3	0	0	2	1	0	0	3	3	0	0	0	0	2	0	1	1	3	2	0	1	1	0	1	2	3	0	0	0
58a679af530a69823b4ae859	0	2	0	0	0	0	1	2	0	0	0	0	1	2	0	0	0	2	2	0	3	0	0	0	0	0	2	0	1	2	1	0	0	2	1	0	1	2	2	1	1	0
58a679b4530a69823b4ae85b	1	0	0	3	2	0	1	3	0	0	2	0	0	2	0	0	1	3	0	3	0	1	0	1	0	0	1	0	0	0	1	0	0	1	3	0	1	0	1	0	0	0
58a679b7530a69823b4ae85c	1	1	0	2	2	0	1	3	0	0	2	0	0	2	0	0	1	3	0	3	0	2	0	1	0	0	0	0	0	0	1	1	0	1	3	0	1	0	3	0	0	0
58a679b9530a69823b4ae85d	1	2	0	2	1	0	3	0	0	0	0	1	0	3	0	0	0	0	2	3	0	1	0	0	0	0	1	0	0	0	0	2	0	1	1	0	1	1	3	0	1	0
58a679bc530a69823b4ae85e	2	1	0	3	1	0	1	3	0	0	3	0	0	0	0	0	0	2	0	3	0	1	0	2	0	0	0	0	0	0	1	0	0	2	2	0	1	0	3	0	0	0
58a679bf530a69823b4ae85f	3	2	0	1	2	0	3	2	0	0	1	0	0	3	0	0	2	1	0	3	0	3	0	3	0	1	0	0	0	0	2	1	0	0	2	0	2	1	3	0	0	0
58a679c2530a69823b4ae860	0	0	1	0	0	1	2	1	0	0	2	1	3	2	0	0	3	3	1	0	3	3	0	0	0	0	2	0	1	1	1	1	0	2	2	1	2	1	3	1	0	0
58a679c5530a69823b4ae861	0	2	1	0	1	0	2	2	2	0	0	0	1	3	0	0	0	1	1	0	3	3	2	0	0	0	2	0	1	1	1	0	0	3	0	0	1	2	3	1	1	0
58a679c8530a69823b4ae862	0	2	2	0	0	0	1	2	0	0	1	0	1	2	0	1	1	3	2	0	3	2	0	2	0	0	2	0	1	0	0	0	0	2	3	1	1	0	2	1	2	0
58a679cb530a69823b4ae863	0	2	1	0	0	0	2	2	0	0	0	0	2	2	0	0	0	1	2	0	3	3	0	1	0	0	3	0	1	1	1	0	0	0	1	1	2	1	2	1	2	0
58a679ce530a69823b4ae864	0	2	0	0	0	1	3	1	0	0	0	0	0	3	0	0	2	0	0	3	0	3	0	1	0	1	0	0	0	0	3	0	1	0	1	0	0	0	1	0	0	1
58a679d1530a69823b4ae865	0	1	0	0	0	0	3	0	1	0	0	1	2	1	0	0	1	1	2	3	0	3	0	0	0	1	1	0	1	0	2	1	1	0	2	0	1	0	1	2	0	0
58a679d4530a69823b4ae866	0	1	0	0	0	0	1	3	0	0	2	0	2	3	0	0	2	2	2	0	3	3	0	1	1	1	1	0	2	0	1	0	0	0	3	1	2	2	3	0	1	0
58a679d7530a69823b4ae867	0	2	0	0	0	0	3	2	0	1	1	1	2	3	0	0	2	3	2	0	3	2	0	2	0	1	2	0	1	0	2	0	0	1	2	1	2	1	3	2	1	0
58a679dd530a69823b4ae869	0	2	0	1	0	0	2	3	1	1	2	0	1	1	0	0	1	1	1	0	3	1	0	0	0	0	2	0	1	1	2	0	0	2	2	2	1	1	2	0	2	0
58a679da530a69823b4ae868	0	2	2	2	1	0	3	2	0	0	1	0	1	3	0	0	1	2	3	0	3	2	1	1	0	0	3	0	0	2	1	0	0	3	1	2	1	3	3	0	2	0
58a679e0530a69823b4ae86a	0	2	1	1	0	0	3	2	0	0	0	0	1	3	0	0	2	2	2	0	3	3	0	1	0	0	0	0	1	1	3	0	0	2	1	2	1	1	2	0	2	0
58a679e3530a69823b4ae86b	0	0	2	0	0	0	0	3	2	0	3	0	0	1	0	1	1	3	3	0	3	0	2	0	1	0	1	0	1	2	0	0	0	3	1	3	2	0	2	1	2	0
58a679e5530a69823b4ae86c	0	0	1	0	0	0	0	0	3	1	0	0	0	0	1	0	0	0	3	0	3	0	3	0	3	0	0	0	1	1	0	1	1	2	0	3	1	1	2	1	3	0
58a679e8530a69823b4ae86d	1	3	0	1	0	0	1	3	0	0	3	0	0	1	0	1	1	2	0	3	0	2	0	2	0	0	0	0	0	0	2	0	0	1	3	0	1	0	3	0	0	2
58a679eb530a69823b4ae86e	3	3	0	1	0	0	1	3	0	0	2	0	1	3	0	0	1	3	0	3	0	3	0	2	0	0	1	0	1	0	2	1	0	1	3	0	2	0	2	0	0	0
58a679ee530a69823b4ae86f	0	2	0	1	0	1	3	3	0	1	1	0	0	2	0	2	3	3	0	0	3	3	0	3	0	2	0	0	0	0	2	1	0	0	1	0	0	1	3	0	0	1
58a679f1530a69823b4ae870	0	2	1	1	0	1	2	2	0	1	2	0	2	2	0	1	2	3	1	0	3	3	0	1	0	1	1	0	2	0	0	1	1	2	3	0	1	2	3	1	1	0
58a679f4530a69823b4ae871	0	1	1	1	0	0	2	2	0	1	1	0	1	3	0	1	1	1	2	0	3	2	1	0	0	1	1	0	2	0	2	0	1	0	1	0	1	1	2	0	1	0
58a679f7530a69823b4ae872	0	0	1	1	0	0	2	3	0	0	3	0	1	3	0	1	2	3	1	0	3	3	0	1	0	3	0	0	1	0	2	0	0	0	3	1	1	2	3	1	1	0
58a679fa530a69823b4ae873	0	2	0	1	0	0	3	3	0	0	2	0	1	3	0	1	2	3	1	0	3	3	0	0	0	2	1	0	1	0	2	0	0	1	2	2	1	1	3	0	2	0
58a679fd530a69823b4ae874	1	2	0	3	0	0	1	0	2	0	0	0	0	1	0	1	0	0	3	0	3	1	1	1	0	0	1	0	0	2	1	0	0	3	0	2	2	1	2	2	2	1
58a67a00530a69823b4ae875	1	3	0	2	1	0	1	0	2	0	0	1	0	1	0	1	1	0	3	0	3	0	1	0	0	0	2	0	1	1	1	0	0	3	0	0	1	0	1	2	2	0
